#Standard Solar Model (BP2004)
#
#astro-ph/0402114
#
#Columns in the Standard Model table (below) represent:
#
#1)  Mass fraction in units of the solar mass
#2)  Radius of the zone in units of one solar radius
#3)  Temperature in units of deg (K)
#4)  Density in units of g/cm^3
#5)  Pressure in units of dyn/cm^2
#6)  Luminosity fraction in units of the solar luminosity
#7)  X(^1H): the hydrogen mass fraction
#8)  X(^4He): the helium 4 mass fraction
#9)  X(^3He): the helium 3 mass fraction
#10) X(^12C): the carbon 12 mass fraction
#11) X(^14N): the nitrogen 14 mass fraction
#12) X(^16O): the oxygen 16 mass fraction
#
# Lsun 3.8418E+33
# Rsun 6.9598E+10
# The Table begins here.
#
#
#  M/Msun    R/Rsun      T         Rho        P        L/Lsun      X        Y        He3      C12       N14       O16
 0.9846396  0.76146  1.707e+06  1.276e-01  2.983e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9848991  0.76310  1.692e+06  1.258e-01  2.915e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9851500  0.76474  1.677e+06  1.241e-01  2.849e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9854010  0.76637  1.662e+06  1.224e-01  2.785e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9856520  0.76799  1.647e+06  1.208e-01  2.722e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9858944  0.76960  1.632e+06  1.191e-01  2.660e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9861370  0.77121  1.617e+06  1.175e-01  2.600e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9863709  0.77280  1.602e+06  1.159e-01  2.542e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9866049  0.77439  1.588e+06  1.143e-01  2.484e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9868302  0.77597  1.574e+06  1.127e-01  2.428e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9870555  0.77754  1.560e+06  1.112e-01  2.373e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9872810  0.77911  1.546e+06  1.097e-01  2.319e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9874978  0.78066  1.532e+06  1.082e-01  2.267e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9877147  0.78221  1.518e+06  1.067e-01  2.216e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9879317  0.78375  1.504e+06  1.053e-01  2.166e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9881399  0.78528  1.491e+06  1.038e-01  2.117e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9883482  0.78680  1.477e+06  1.024e-01  2.069e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9885480  0.78831  1.464e+06  1.010e-01  2.022e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9887477  0.78982  1.451e+06  9.962e-02  1.976e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9889475  0.79132  1.438e+06  9.826e-02  1.932e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9891385  0.79281  1.425e+06  9.692e-02  1.888e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9893297  0.79429  1.412e+06  9.560e-02  1.845e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9895209  0.79576  1.399e+06  9.429e-02  1.803e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9897034  0.79723  1.386e+06  9.300e-02  1.763e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9898860  0.79868  1.374e+06  9.173e-02  1.723e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9900686  0.80013  1.362e+06  9.048e-02  1.684e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9902426  0.80157  1.349e+06  8.924e-02  1.646e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9904165  0.80300  1.337e+06  8.802e-02  1.608e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9905906  0.80443  1.325e+06  8.682e-02  1.572e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9907559  0.80584  1.313e+06  8.564e-02  1.536e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9909300  0.80725  1.301e+06  8.447e-02  1.502e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9910866  0.80865  1.289e+06  8.331e-02  1.468e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9912520  0.81004  1.278e+06  8.217e-02  1.434e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9914088  0.81142  1.266e+06  8.105e-02  1.402e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9915656  0.81280  1.255e+06  7.994e-02  1.370e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9917136  0.81417  1.244e+06  7.885e-02  1.339e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9918705  0.81553  1.232e+06  7.777e-02  1.309e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9920186  0.81688  1.221e+06  7.671e-02  1.279e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9921580  0.81822  1.210e+06  7.566e-02  1.250e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9923061  0.81956  1.199e+06  7.463e-02  1.222e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9924456  0.82088  1.189e+06  7.361e-02  1.194e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9925851  0.82220  1.178e+06  7.260e-02  1.167e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9927159  0.82351  1.167e+06  7.161e-02  1.141e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9928554  0.82482  1.157e+06  7.063e-02  1.115e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9929863  0.82611  1.146e+06  6.967e-02  1.090e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9931171  0.82740  1.136e+06  6.872e-02  1.065e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9932392  0.82868  1.126e+06  6.778e-02  1.041e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9933701  0.82995  1.115e+06  6.685e-02  1.017e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9934922  0.83121  1.105e+06  6.594e-02  9.943e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9936144  0.83247  1.095e+06  6.504e-02  9.717e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9937279  0.83372  1.086e+06  6.415e-02  9.497e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9938501  0.83496  1.076e+06  6.327e-02  9.282e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9939635  0.83619  1.066e+06  6.241e-02  9.072e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9940771  0.83742  1.056e+06  6.155e-02  8.866e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9941906  0.83864  1.047e+06  6.071e-02  8.665e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9942954  0.83985  1.037e+06  5.988e-02  8.469e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9944090  0.84105  1.028e+06  5.906e-02  8.277e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9945138  0.84224  1.019e+06  5.826e-02  8.089e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9946187  0.84343  1.010e+06  5.746e-02  7.906e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9947147  0.84461  1.000e+06  5.668e-02  7.727e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9948196  0.84578  9.914e+05  5.590e-02  7.552e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9949157  0.84694  9.825e+05  5.514e-02  7.381e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9950118  0.84810  9.736e+05  5.438e-02  7.213e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9951080  0.84925  9.648e+05  5.364e-02  7.050e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9952041  0.85039  9.561e+05  5.291e-02  6.890e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9952915  0.85152  9.475e+05  5.218e-02  6.734e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9953877  0.85265  9.389e+05  5.147e-02  6.581e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9954751  0.85377  9.304e+05  5.077e-02  6.432e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9955626  0.85488  9.220e+05  5.007e-02  6.286e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9956500  0.85599  9.137e+05  4.939e-02  6.144e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9957287  0.85708  9.054e+05  4.871e-02  6.005e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9958162  0.85817  8.973e+05  4.805e-02  5.868e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9958949  0.85926  8.892e+05  4.739e-02  5.735e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9959736  0.86033  8.811e+05  4.674e-02  5.605e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9960524  0.86140  8.732e+05  4.610e-02  5.478e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9961311  0.86246  8.653e+05  4.547e-02  5.354e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9962012  0.86352  8.575e+05  4.485e-02  5.233e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9962799  0.86456  8.497e+05  4.424e-02  5.114e+12  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9963499  0.86560  8.421e+05  4.363e-02  4.998e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9964199  0.86663  8.345e+05  4.304e-02  4.885e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9964899  0.86766  8.269e+05  4.245e-02  4.774e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9965600  0.86868  8.195e+05  4.187e-02  4.666e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9966300  0.86969  8.121e+05  4.130e-02  4.560e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9967000  0.87069  8.047e+05  4.073e-02  4.456e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9967613  0.87169  7.975e+05  4.018e-02  4.355e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9968226  0.87268  7.903e+05  3.963e-02  4.257e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9968839  0.87367  7.831e+05  3.908e-02  4.160e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9969539  0.87464  7.761e+05  3.855e-02  4.066e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9970065  0.87561  7.691e+05  3.802e-02  3.973e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9970678  0.87658  7.621e+05  3.750e-02  3.883e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9971291  0.87753  7.552e+05  3.699e-02  3.795e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9971817  0.87848  7.484e+05  3.649e-02  3.709e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9972429  0.87943  7.417e+05  3.599e-02  3.625e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9972956  0.88036  7.350e+05  3.549e-02  3.543e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9973481  0.88129  7.283e+05  3.501e-02  3.462e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9974006  0.88222  7.218e+05  3.453e-02  3.384e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9974533  0.88313  7.152e+05  3.406e-02  3.307e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9975058  0.88404  7.088e+05  3.359e-02  3.232e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9975584  0.88495  7.024e+05  3.313e-02  3.159e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9976109  0.88584  6.961e+05  3.268e-02  3.087e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9976547  0.88674  6.898e+05  3.223e-02  3.017e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9977073  0.88762  6.836e+05  3.179e-02  2.949e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9977511  0.88850  6.774e+05  3.136e-02  2.882e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9977949  0.88937  6.713e+05  3.093e-02  2.816e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9978388  0.89024  6.652e+05  3.051e-02  2.753e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9978826  0.89109  6.592e+05  3.009e-02  2.690e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9979264  0.89195  6.533e+05  2.968e-02  2.629e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9979703  0.89279  6.474e+05  2.927e-02  2.569e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9980141  0.89364  6.416e+05  2.887e-02  2.511e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9980492  0.89447  6.358e+05  2.848e-02  2.454e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9980930  0.89530  6.300e+05  2.809e-02  2.398e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9981281  0.89612  6.244e+05  2.770e-02  2.344e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9981719  0.89694  6.187e+05  2.733e-02  2.291e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9982070  0.89775  6.132e+05  2.695e-02  2.239e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9982421  0.89855  6.076e+05  2.658e-02  2.188e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9982771  0.89935  6.022e+05  2.622e-02  2.138e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9983122  0.90014  5.967e+05  2.586e-02  2.090e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9983473  0.90093  5.913e+05  2.551e-02  2.042e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9983823  0.90171  5.860e+05  2.516e-02  1.996e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9984174  0.90248  5.807e+05  2.482e-02  1.951e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9984525  0.90325  5.755e+05  2.448e-02  1.907e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9984876  0.90402  5.703e+05  2.414e-02  1.863e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9985139  0.90477  5.652e+05  2.381e-02  1.821e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9985490  0.90553  5.601e+05  2.349e-02  1.780e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9985753  0.90627  5.551e+05  2.316e-02  1.739e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9986104  0.90701  5.501e+05  2.285e-02  1.700e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9986367  0.90775  5.451e+05  2.254e-02  1.661e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9986630  0.90848  5.402e+05  2.223e-02  1.624e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9986893  0.90920  5.353e+05  2.192e-02  1.587e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9987244  0.90992  5.305e+05  2.162e-02  1.551e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9987507  0.91063  5.257e+05  2.133e-02  1.515e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9987771  0.91134  5.210e+05  2.104e-02  1.481e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9988034  0.91204  5.163e+05  2.075e-02  1.447e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9988210  0.91274  5.117e+05  2.046e-02  1.415e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9988472  0.91343  5.071e+05  2.018e-02  1.383e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9988735  0.91412  5.025e+05  1.991e-02  1.351e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9988999  0.91480  4.980e+05  1.964e-02  1.320e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9989262  0.91547  4.935e+05  1.937e-02  1.291e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9989437  0.91614  4.891e+05  1.910e-02  1.261e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9989701  0.91681  4.847e+05  1.884e-02  1.233e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9989876  0.91747  4.803e+05  1.858e-02  1.205e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9990140  0.91812  4.760e+05  1.833e-02  1.177e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9990315  0.91877  4.717e+05  1.808e-02  1.151e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9990578  0.91942  4.675e+05  1.783e-02  1.124e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9990754  0.92006  4.633e+05  1.759e-02  1.099e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9990929  0.92069  4.591e+05  1.735e-02  1.074e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9991105  0.92132  4.550e+05  1.711e-02  1.050e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9991368  0.92195  4.509e+05  1.688e-02  1.026e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9991544  0.92257  4.469e+05  1.665e-02  1.003e+12  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9991719  0.92318  4.428e+05  1.642e-02  9.798e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9991895  0.92379  4.389e+05  1.619e-02  9.575e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9992070  0.92440  4.349e+05  1.597e-02  9.358e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9992246  0.92500  4.310e+05  1.575e-02  9.145e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9992422  0.92560  4.272e+05  1.554e-02  8.938e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9992597  0.92619  4.233e+05  1.533e-02  8.735e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9992772  0.92678  4.195e+05  1.512e-02  8.537e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9992861  0.92736  4.158e+05  1.491e-02  8.343e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9993035  0.92793  4.120e+05  1.471e-02  8.154e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9993211  0.92851  4.084e+05  1.450e-02  7.968e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9993387  0.92908  4.047e+05  1.431e-02  7.788e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9993474  0.92964  4.011e+05  1.411e-02  7.611e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9993650  0.93020  3.975e+05  1.392e-02  7.438e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9993826  0.93075  3.939e+05  1.373e-02  7.269e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9993914  0.93130  3.904e+05  1.354e-02  7.104e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9994089  0.93185  3.869e+05  1.335e-02  6.943e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9994177  0.93239  3.834e+05  1.317e-02  6.785e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9994352  0.93293  3.800e+05  1.299e-02  6.631e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9994441  0.93346  3.766e+05  1.281e-02  6.481e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9994615  0.93399  3.732e+05  1.264e-02  6.334e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9994704  0.93452  3.699e+05  1.246e-02  6.190e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9994791  0.93504  3.666e+05  1.229e-02  6.049e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9994967  0.93555  3.633e+05  1.213e-02  5.912e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9995055  0.93607  3.601e+05  1.196e-02  5.778e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9995142  0.93657  3.568e+05  1.180e-02  5.647e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9995318  0.93708  3.537e+05  1.163e-02  5.519e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9995406  0.93758  3.505e+05  1.148e-02  5.393e+11  1.00000  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
